"","PRJNA291292:ampicillin:PA14","PRJNA291292:silver_nitrate:PA14","PRJNA291292:aztreonam:PA14","PRJNA291292:bleach:PA14","PRJNA291292:benzalkonium_chloride:PA14","PRJNA291292:carbenicillin:PA14","PRJNA291292:cefoperazone:PA14","PRJNA291292:ciprofloxacin:PA14","PRJNA291292:gentamicin:PA14","PRJNA291292:neomycin:PA14","PRJNA291292:polymyxin_B:PA14","PRJNA291292:povidone-iodine:PA14","PRJNA291292:tobramycin:PA14","PRJNA291292:water:PA14","PRJNA291292:H2O2:PA14"
"PA14_53450",0.2808,0.9728,-0.4662,-0.2896,-0.8937,-0.2227,-1.3176,0.2938,-0.0155,-0.5891,1.556,0.7188,-0.254,0.3282,-1.0605
"PA14_53470",-0.5008,1.2497,0.1048,0.0462,-0.7954,0.3847,-1.613,0.2048,-0.3066,-1.512,0.6594,0.206,-0.5371,-0.3454,-0.5459
"PA14_53480",-0.2493,0.096,-0.0334,0.1338,0.1801,0.5527,0.5666,-0.0991,0.3096,-0.0877,-0.932,0.0853,-0.5674,-0.6106,0.091
"PA14_53490",1.5236,-1.7517,0.0358,-1.558,0.1101,-1.2012,-0.2206,-0.8985,0.217,0.7861,-0.3788,-0.3525,0.3708,-0.6343,-2.1098
"PA14_53500",-0.167,0.0254,-0.2531,0.2086,-0.0386,0.75,1.3595,-0.3495,1.1577,0.3906,0.9879,-0.3594,0.068,0.4638,-1.5328
"PA14_53510",0.9621,-0.3844,0.3083,0.677,0.0859,-0.6678,0.882,-1.0292,0.103,1.2952,-0.1659,0.1462,0.2969,0.6197,-0.9494
"PA14_53520",-0.0623,-0.0181,-0.7903,-1.011,0.6686,0.6396,-0.0813,0.634,0.0296,1.1332,-1.4235,0.149,-0.9271,0.199,0.3
"PA14_53530",1.1303,-0.8014,0.8782,-0.343,-0.1331,0.4448,0.1596,-0.867,0.4419,0.3764,0.5044,10,-2.9759,-0.2984,0.3556
"PA14_53540",0.371,1.0233,-1.5818,1.5968,0.726,0.534,0.1241,-1.5566,0.7241,-0.5026,1.2531,0.2454,0.8169,0.6278,-1.4585
"PA14_53550",0.3776,-1.157,0.4362,-1.174,0.171,-0.793,1.6191,-1.6858,-0.6116,1.3657,0.3638,0.3005,-0.0217,0.0997,-1.5977
"PA14_53560",-0.2343,-0.1014,-0.483,1.2496,0.8452,-0.0756,1.086,-0.1949,0.4557,-1.1811,-0.2966,0.398,-0.4699,0.2293,0.8201
"PA14_53570",-0.4393,-1.2359,-1.1534,1.0522,-0.6228,-0.2862,2.1614,-0.6605,1.7355,0.1369,-0.7812,0.7546,0.835,0.5388,-1.3917
"PA14_53580",0.5638,0.2543,-1.0021,-0.3629,-0.5422,-0.5435,-0.2642,-0.4487,-0.3351,-1.3801,0.7989,0.437,0.0454,0.2745,0.2029
"PA14_53590",1.0387,-0.5176,-0.2192,0.1248,0.1417,-0.5434,1.1719,0,0.5094,-0.3054,-0.7458,1.5047,-0.3505,-0.6288,1.8573
"PA14_53600",1.0499,-0.2559,-0.3166,0.7866,0.044,-0.2717,1.1019,-0.2192,0.0594,-0.6156,-0.7251,1.7205,-0.6018,-0.5108,1.6522
"PA14_53610",0.5629,0.3004,-0.7348,0.5899,-0.3674,-0.0905,0.5596,-0.1254,-0.1266,-0.9448,-0.5098,0.887,-0.5539,0.0868,1.1328
"PA14_53620",-0.7833,-0.6469,0.3336,0.341,0.2766,0.274,-0.2803,-0.9166,0.4918,0.3141,0.6456,0.254,0.1367,0.4403,-0.8345
"PA14_53630",-0.2412,0.1564,-0.4594,-0.3454,0.4514,-0.6798,-0.5462,-0.4165,0.4814,-0.0326,-0.9268,0.4126,0.0338,0.6648,0.144
"PA14_53650",-0.251,-0.125,-0.0136,0.5905,-0.5142,-1.6199,0.7152,0.2888,0.256,-0.2651,-0.2639,1.451,0.4188,-1.0993,-0.3731
"PA14_53660",-0.1309,-0.127,-0.5257,0.1803,-0.5814,-0.5961,-0.0584,-0.4827,0.8348,-0.9295,1.2528,0.7902,-0.02,0.2004,0.367
"PA14_53670",1.2424,0.3634,9e-04,1.9024,-1.0312,-1.2326,2.611,-1.8278,0.8111,-1.8701,-1.2285,3.0811,-0.7868,-0.0794,2.689
"PA14_53720",-0.4472,0.7622,-0.4739,-1.1799,-1.7943,-0.4812,0.0936,-1.4978,1.4091,0.0504,0.504,0.2064,0.1794,1.678,0.8586
"PA14_53730",-0.7268,1.2759,-0.104,0.9846,0.062,-0.3616,-1.5575,-0.4054,0.2062,-0.2913,2.186,-0.0162,0.6179,0.459,0.3528
"PA14_53780",-1.758,-0.1698,-0.5908,0.0546,-0.4001,0.4189,0.3954,-0.6346,-0.6484,-1.33,0.1352,0.258,0.5522,1.6705,-1.3734
"PA14_53790",1.0734,-1.1111,0.4042,0.5008,-1.2176,-1.3367,0.9793,-0.2042,0.279,-0.3677,-0.786,-0.836,0.3357,0.262,-0.1757
"PA14_53800",0.2036,0.307,-0.5826,-0.8754,-0.1124,-0.7304,-0.3607,-0.251,-0.2592,0.473,-0.4313,-0.7352,-0.4411,-0.6144,0.2622
"PA14_53810",-0.3938,-0.6494,-0.8236,0.1042,0.537,0.9868,-0.1707,0.9724,-0.6011,-1.3424,-0.7454,-0.769,-0.5658,-0.2087,0.8712
"PA14_53820",0.4527,-0.4833,0.1363,0.8603,0.6356,-0.1397,1.0693,0.3246,-0.909,-0.936,-0.3703,1.813,-0.8978,-0.1458,2.9284
"PA14_53840",-0.0886,0.2488,-1.0202,-0.4508,-1.167,0.2374,0.8065,-1.1886,5.1393,3.5841,0.0466,-0.0984,0.1159,0.3962,0.2676
"PA14_53850",-0.6634,-0.6126,0.802,1.5326,-0.9173,1.0428,0.477,-0.1648,1.1525,-0.1137,-0.2248,-0.1062,0.4666,-0.4517,0.1877
"PA14_53880",-0.1638,2.2151,0.0627,1.3699,0.6044,0.4721,-0.9451,-0.0832,-1.4478,-0.7501,0.56,-0.9421,-0.0439,-0.0663,-0.9744
"PA14_53890",-0.4655,0.9458,0.4976,1.3746,0.523,0.372,-0.5024,-0.0416,-1.3254,-2.4613,0.2752,-1.4715,-2.4613,0.88,0.2255
"PA14_53900",-1.4556,1.5343,0.9984,-0.7844,0.1287,0.1775,-0.5394,-0.5532,-0.6561,-0.2513,0.7149,-0.3562,-0.1243,-0.4628,0.1767
"PA14_53910",-0.2384,-1.4104,1.3153,-1.5091,-0.3262,0.4674,0.322,0.2252,-2.5502,-0.2823,0.2706,-1.218,0.6424,1.1679,0.1642
"PA14_53920",-1.2686,-2.1014,-0.0407,0.7605,-0.7562,0.5694,1.813,-1.3204,1.9112,-0.0765,-0.4011,1.4239,-0.9287,-0.1401,0
"PA14_53940",0.4415,0.0864,-0.0101,1.125,-0.0093,0.0221,-0.1421,-0.5622,1.4904,-0.7577,-0.6284,0.5735,0.5014,-1.3007,-0.0904
"PA14_53950",0.1406,-1.5358,0.4496,0.5176,-0.3315,-0.6406,-0.5784,0.6966,0.8463,-0.765,-1.1214,0.3591,-0.5072,-0.5956,-0.397
"PA14_53970",-1.2892,0.2311,-0.7146,0.2199,-0.632,-0.1501,0.5994,0.3528,0.5805,-0.2034,0.2478,-1.2801,-0.6133,-0.7979,-0.7844
"PA14_53980",-0.7056,-2.8802,-0.5378,0.9507,1.1058,-1.3916,1.348,0.659,-0.4357,0.1665,-0.1788,-0.4897,-1.6461,-0.2397,-0.861
"PA14_54000",-0.2688,-1.7024,-0.5592,1.5507,0.3834,-0.1104,-0.2134,0.2491,1.1571,-0.4463,-0.6278,-0.0305,0.2201,-0.2801,-0.1843
"PA14_54010",0.326,0.289,0.2765,-0.7295,-0.7295,-0.1288,-0.0519,-0.4094,0.3238,-0.381,0.7976,-0.1481,0.6092,0.7295,-0.7295
"PA14_54040",-0.7728,-1.0409,0.3426,0.1886,0.088,0.4728,0.1035,0.1636,0.3226,0.4286,-1.2654,0.7288,0.5578,-0.2313,-0.0363
"PA14_54050",-0.3132,0.4934,0.288,-0.8156,-1.5592,-0.0168,0.3206,0.7983,-0.207,0.2932,-1.5592,0.4599,0.1192,0.572,-0.1766
"PA14_54070",-1.2495,-0.1787,0.3068,-1.0037,0.6994,0.6215,-0.5334,0.666,-0.834,0.1043,1.1247,-0.5913,-1.5496,0.9176,0.3568
"PA14_54080",-1.5332,0.2715,-0.3585,0.3434,-0.4184,-0.5383,-0.5826,-1.0816,-1.5213,0.3322,-0.5036,-1.6357,0.3634,0.5518,0.9642
"PA14_54090",-2.6995,-1.4142,-0.6469,0.5842,-0.604,-0.5,-0.1858,0.5722,-1.1634,0.8146,0.7056,-2.7115,0.4884,-0.4528,-0.1374
"PA14_54110",-0.0382,-1.3148,0.6371,0.9565,-0.629,-0.4038,-0.6646,0.2542,-0.251,-0.0177,0.073,-0.4921,-0.4923,0.2206,0.0628
"PA14_54120",-1.0218,-1.0217,1.4828,4.6903,-0.3519,-0.3458,0.2313,-0.9223,0.1511,0.083,-1.4406,0.6456,-0.8022,0.1376,-0.4191
"PA14_54130",-0.9585,0.3236,0.567,-0.5744,0.342,0.15,0.6012,-0.034,0.2992,1.7028,0.0518,1.6229,-0.5139,0.3069,-1.1702
"PA14_54150",0.9588,0.1588,1.3034,-1.2207,-0.1394,0.2597,-1.0439,0.1576,-1.9369,-0.748,-0.8055,-1.42,0.1417,-0.4364,1.0309
"PA14_54170",0.4193,0.8542,0.3072,-1.5011,-0.2507,0.1381,-0.758,-0.2189,-2.6766,-0.489,-0.1463,-1.4797,0.8291,-0.5768,0.9257
"PA14_54180",-0.2815,-2.1955,0.9823,-0.2917,0.5463,0.4712,-0.6722,-1.5139,-0.1452,-0.544,0,-0.0434,-0.2499,-0.676,-0.2899
"PA14_54190",-0.3673,0.817,0.7123,-0.8802,-0.0873,1.009,-0.4254,-1.1476,-1.4081,2.3605,0.7319,-0.3314,0.5282,0.1638,0.7976
"PA14_54210",0.1981,-0.5536,-0.1673,0.7232,-0.9886,0.6968,0.5643,-0.6298,2.9132,2.6934,-0.4433,0.3975,1.2621,-0.0729,0.0571
"PA14_54220",-0.8467,-0.3854,-0.1327,-0.1428,0.5048,0.7185,0.3637,-1.3963,1.3598,1.6791,-1.0048,-0.9229,1.1167,-0.294,-0.5118
"PA14_54230",-0.836,1.1146,0.6411,1.0386,-2.8842,2.8842,0.7134,0.0269,2.0528,2.3026,-0.1441,0,1.0899,-0.7851,-0.1568
"PA14_54240",-0.125,0.1461,-1.6181,1.4821,1.126,-0.7801,1.8414,-0.0106,2.9916,0.4267,-3.0291,0.457,-1.8414,0.0875,-0.8565
"PA14_54260",-0.144,-0.4854,1.7295,-0.8064,1.0241,-0.4093,-1.2883,1.2305,-1.3433,-0.398,-0.2733,-1.1263,0.0403,-0.7038,0.0192
"PA14_54270",-0.2845,0.6888,0.5291,-1.3314,0.9028,-0.3776,-0.9996,-0.8956,-2.786,0.2201,0.4165,0.2117,-0.6744,-0.2184,0.0741
"PA14_54290",0.0916,-0.6448,0.633,-0.3222,0.5117,0.1227,-0.346,0.8304,-0.6215,0.9592,-0.5658,-0.4574,0.6128,-0.3706,-0.3702
"PA14_54300",0.074,-0.022,0.1872,0.1542,-0.1685,-0.4748,0.141,0.9288,-0.9781,0.4854,-0.6156,-0.5324,0.898,0.4102,-1.0187
"PA14_54320",0,-0.765,1.1381,-0.058,0.9522,-1.3797,-0.1292,0.0815,-1.2959,-0.2876,-0.8804,0.0889,1.239,-0.4904,-0.8948
"PA14_54330",0.1983,-0.9744,0.5026,-0.2977,-0.8496,-0.4524,-0.0659,-0.6324,-0.5208,-0.15,-0.4996,-0.5929,0.4774,0.8652,0.1009
"PA14_54340",0.0026,-3.1421,1.0942,1.3078,0.4166,-0.9134,0.9668,-0.8058,-0.3252,-0.5846,-1.865,0.2794,-0.104,-0.5781,-0.9904
"PA14_54350",0.399,-0.3212,1.7136,-0.4202,1.4325,-1.1736,1.3567,0.272,-1.7055,0.0414,-0.8792,-0.2123,0.538,-0.6949,0.0627
"PA14_54370",0.4248,-1.1208,0.7107,-0.3496,0.8874,-0.0544,-0.4686,0.9521,-1.9822,-0.0853,-1.2597,-1.0085,0.2485,-0.5008,-1.9726
"PA14_54390",-0.5166,1.1368,0.0051,0.0118,-0.2831,0.3633,1.3828,-1.3047,0.4192,-0.6207,1.7575,0.2349,0.5988,0.2818,-0.2626
"PA14_54400",-0.282,1.4967,-0.1758,-0.8496,-0.401,0.1226,-0.7824,-0.3478,0.1999,0.1491,1.4657,-0.5876,1.3649,-0.0415,-0.306
"PA14_54410",1.0324,0.1303,-0.0389,-1.1752,-0.7691,0.5322,1.0208,0.0299,2.1688,0.258,0.9156,0.0803,0.7784,-0.0526,-1.0802
"PA14_54420",1.4558,0.5203,-0.8064,-0.487,-0.1723,-0.008,0.726,-0.4472,3.8412,1.9943,3.2,-0.3042,0.0997,0.5694,-0.067
"PA14_54430",0.7187,1.5475,-0.5772,-0.2327,0.1901,0.2894,-0.3985,-0.6293,1.8836,0.793,1.7812,-0.301,-0.1935,0.3123,-0.4696
"PA14_54450",-0.3559,0.3598,0.6488,-0.4628,-0.6262,0.2388,-0.6079,-0.034,-0.6068,0.9676,0.2827,-0.4334,0.6629,0.2677,0.4667
"PA14_54460",-0.4643,1.0898,-0.3804,-0.8853,-0.1436,0.3826,-0.9199,0.1558,0.0625,1.3328,-0.3094,-1.241,0.7932,0.6185,0.1762
"PA14_54470",0.3708,-2.5318,0.8925,-0.4595,0.4789,-0.8098,1.2716,-0.6479,-0.6146,0.7894,-0.8263,0.083,0.0392,-0.6994,-1.1798
"PA14_54480",-0.0837,-0.3926,-0.4495,-0.4158,-0.2453,0.073,-0.579,-1.2626,1.0016,0.5322,0.6051,-0.175,-0.3284,-0.0846,0.3748
"PA14_54490",-0.2523,1.3345,-0.2395,0.7188,0.4237,-0.2284,1.4143,-0.3824,1.5564,0.2772,-0.3736,-0.7348,0.2908,-0.2275,-1.5951
"PA14_54500",-0.1842,1.6582,0.2036,0.353,-0.0868,0.3507,-1.1606,0.9193,-0.3641,1.1622,-0.1537,-0.2477,-0.2394,0.6922,0.3255
"PA14_54510",0.0125,-0.5766,-0.2836,-1.1294,1.8717,-0.3454,0.382,-1.9379,0.8886,-0.5322,-0.4431,0.0837,0.1698,-0.6649,0.5233
"PA14_54520",-0.5354,-1.2769,-1.0121,1.114,-0.2206,-1.3371,0.4551,-1.0187,0.3296,0.3994,0.5881,0,0.4956,-1.0629,-0.8408
"PA14_54540",-1.506,-2.3817,-0.6922,0.3107,0.5508,-0.2277,-1.0111,-1.6458,0.8176,0.5923,-0.3898,0.2934,-0.281,-0.2507,0.1253
"PA14_54570",-0.0988,-0.2488,-0.123,0.2776,-1.7554,-0.1607,0.4456,-0.3243,-1.1633,0.3502,1.1687,-1.0344,0.4669,1.1633,0.2415
"PA14_54590",-1.0929,0.0111,1.0278,0.1225,0.9992,1.0311,-0.9188,-0.6459,-0.476,0.1456,0.0227,-0.0511,0.7801,-0.6124,-0.4038
"PA14_54600",-0.8698,-0.6285,0.5642,-1.3526,-0.709,0.858,-0.2978,-0.3883,-0.6051,0.1724,1.5348,-0.595,0.4518,0.6102,1.7593
"PA14_54610",-1.4324,0.7159,1.1077,-0.8774,-0.267,-1.0189,-1.5587,-0.0412,-0.2241,0.6944,0.6888,-0.6048,-0.3426,0.0437,1.074
"PA14_54620",-0.0526,0.7377,-0.0269,0.4144,-0.1594,-0.6908,-0.9471,-0.6365,-0.4516,-0.3692,0.1687,0.4594,0.3645,0.0611,-0.0291
"PA14_54630",-0.6864,-0.0958,1.1953,2.5314,-1.016,0.6448,0.1625,-0.5918,0.4866,0.6393,-1.08,0.3156,-0.7582,-0.0454,0.2603
"PA14_54640",-0.8213,-1.0662,-0.55,1.5208,-0.2886,0.4495,0.6176,-0.6507,0.8205,0.0468,-0.4544,0.5318,-0.2363,-0.0425,0.1031
"PA14_54660",1.5672,0.4462,0.1269,1.2873,-0.2025,1.2941,-0.0489,-1.1096,0.5264,0.3234,-0.477,-0.3574,-0.0464,-1.0319,-0.134
"PA14_54670",-0.0091,-0.3419,-0.1466,0.4838,-0.1479,0.493,-0.257,-0.516,-0.4227,0.0528,-0.3859,0.4563,-0.2085,0.969,-0.969
"PA14_54680",0.5302,-1.6538,0.3194,1.3647,-0.4927,0.4383,-1.1286,-0.5532,0.9037,-0.6104,-0.2836,1.3015,-1.9013,-0.7376,-0.181
"PA14_54690",-0.2481,-0.3144,-0.7111,1.0035,0.0161,0.105,1.0992,-0.7391,1.1412,-0.2548,-0.5864,0.948,-1.3784,0.9306,0.9278
"PA14_54700",0.9314,0.2864,1.335,-0.3123,0.1618,-0.2279,1.3573,0.1886,-0.037,-0.6332,-0.9582,0.4126,-0.1242,-0.0244,0.6738
"PA14_54710",-0.1546,-1.2869,0.4977,-2.3879,-1.0754,-0.4319,1.5224,0.7013,0.2345,-0.1726,-0.6869,-1.101,-2.3879,-0.5757,1.0914
"PA14_54730",0.2491,-0.6745,0.0805,0.3804,-0.3288,0.3288,0.1718,-0.3456,0.1281,-0.2906,0.029,-0.0773,-0.6745,-0.5542,-0.3072
"PA14_54760",-0.0019,0.7146,0.0751,-0.0862,-1.7455,-0.6936,-0.2374,-0.6617,-0.3316,0.4229,0.2667,-1.0082,-0.3846,-0.5237,1.216
"PA14_54770",0.1444,-0.9622,-0.5622,0.3163,-0.1525,-1.0653,0.8986,-0.4571,-0.177,-0.8916,-0.0572,0.5144,-0.0857,0.3777,0.7305
"PA14_54800",0.1006,0.2005,0.7685,-0.1729,0.2582,-0.756,1.4337,-0.1536,-1.0144,-1.0903,-0.0229,1.3147,0.666,-0.4504,0.4085
"PA14_54810",0.5033,-0.2875,-0.3558,-0.0521,0.2458,-0.2296,-0.627,-0.2409,0.5994,-0.9648,-1.4512,-0.2407,0.1851,-0.2353,1.2081
"PA14_54820",0.2382,0.4939,-0.8576,0.7032,-1.0419,-0.7752,-0.8634,-1.6025,2.7875,0.4702,0.7516,-0.9767,-0.2486,0.4916,-0.1139
"PA14_54830",0.8824,-1.6085,0,0.4945,0.135,0.2316,0.4749,-0.2388,0.8196,1.3824,-1.2625,-1.5762,-0.591,-0.2877,1.7109
"PA14_54850",0.7969,-3.7489,0.2198,-0.6349,0.4513,0.0414,2.4384,0.299,0.1307,0.2165,-3.5628,-0.1252,0.0924,-0.8647,0.2385
"PA14_54860",-0.8079,-2.0442,-0.6054,0.7394,-0.0964,-0.4387,-0.8224,-0.2766,-0.2947,-0.5926,0.3552,0.264,0.9267,0.5592,-0.6771
"PA14_54870",0.1871,1.9146,-0.3209,1.5827,0.0776,0.0471,0.1622,-0.7982,0.4464,-0.3698,-0.0924,0.6917,-0.1739,0.0559,0.531
"PA14_54880",0.4041,-0.4226,-1.9285,0.6742,-0.565,-1.3453,0.0939,-0.0505,-0.2258,-0.6289,0.0339,0.7908,-0.2497,0.6043,-1.7957
"PA14_54890",-0.9259,-0.3599,-0.0906,1.0406,0.4123,-0.179,0.3424,-0.4638,0.347,-0.9603,0.9999,1.5632,-0.2679,-0.9934,0.0605
"PA14_54900",0.0328,0.634,-1.1906,1.2875,-0.9144,0.5824,-0.8806,-0.5214,0.8453,-1.076,0.0723,0.2925,0.1274,-0.4714,0.2102
"PA14_54910",0.8789,0.4377,0.3304,-0.1031,0.8342,0.8308,0.3592,1.4013,-0.2238,-1.0725,-1.5254,0.201,-0.1268,1.0131,0.0483
"PA14_54920",0.6134,0.1271,-0.7258,1.3416,-0.6033,-0.1796,-0.4017,0.2862,0.5356,-1.9057,0.3674,0.3668,-1.11,0.3361,-0.7122
"PA14_54930",-0.7839,0.6951,-0.1154,1.6445,-0.1347,-0.6844,0.0713,-0.8396,-0.5152,-0.6923,0.2141,0.453,0.3127,-1.0498,-0.4112
"PA14_54940",-0.5492,0.4119,-0.3037,1.1524,-0.798,-0.3862,-0.1841,-0.1486,-1.1035,-1.3128,1.7463,0.3793,-0.9581,-0.2531,-0.2718
"PA14_54950",0.2843,-1.1798,0.2381,0.7908,1.615,-0.7275,0.1328,0.857,-0.0654,0.2696,-1.2826,1.0912,-0.5389,0.2838,-0.2383
"PA14_54960",0.8852,-0.8695,0.3398,1.515,0.6473,-0.6744,0.8748,1.7311,-0.0562,-0.3211,-1.5609,0.6054,-0.406,-0.9457,0.4029
"PA14_54970",0.2759,0.5156,1.1973,0.3438,0.29,0.2362,0.0534,-1.2615,-0.7924,-0.3142,-1.151,-0.0584,-0.4407,-0.1781,-1.0789
"PA14_54980",-3.2142,-0.2005,-1.4506,-1.2405,0.2982,-0.2594,-0.711,-2.9535,1.1362,-1.0836,-0.6424,0.2024,-0.5218,-0.7718,-0.0045
"PA14_55000",-0.2807,0.3653,-1.2191,-0.8571,-0.6054,-0.3271,1.7142,0.5714,-0.2348,0.3707,1.0955,0.3322,-0.2358,0.8571,0.7455
"PA14_55020",-0.1644,-0.4569,0.6976,0.4393,-0.4037,-0.2394,0.1717,0.9792,0.1134,-0.5434,0.6455,0.0215,-0.012,0.528,-0.5635
"PA14_55030",-0.3918,-0.5373,-0.4151,0.4555,1.4193,0.6464,0.0432,1.1769,-0.3096,0.0441,-1.4805,-0.082,-1.0558,0.247,-0.0615
"PA14_55040",0.9658,-1.6375,0.5716,0.9548,-1.4344,-1.0223,1.1984,1.2272,-0.0152,-0.8434,-1.3542,0.3334,-0.081,-0.3425,0.6009
"PA14_55050",1.0396,-0.6968,-0.8294,1.2556,1.1047,-0.6178,0.66,-0.7625,-0.4447,-0.6827,0.1248,0.5986,-0.0272,-0.931,-0.6232
"PA14_55060",-1.0638,-0.7252,-0.3746,-0.5968,0.5563,-0.4491,-0.6948,-0.1572,0.5458,0.0529,0.518,-0.2977,0.6745,0.5011,0.4137
"PA14_55070",-1.0475,-0.0688,1.0294,-1.8235,0.2871,-1.853,-1.0406,0.4334,1.2062,0,-0.7944,-0.6415,0.7571,-0.8097,-0.0401
"PA14_55080",0.75,-0.4884,-0.2343,0.7837,-0.5894,0.2298,0.308,-0.8157,-0.143,0.3874,-0.2729,0.58,0.548,-0.1032,-0.8591
"PA14_55090",-0.7574,0.9422,0.2442,1.1639,0.971,0,0.0956,-0.8761,-0.1252,-0.7308,0.6566,0.6692,0.1985,-0.3506,-0.4804
"PA14_55100",1.0433,0.85,-0.054,-0.374,0.6771,0.5343,1.2006,-0.1348,-0.3448,0.0262,-1.1488,-0.0985,-0.4337,-1.0018,0.745
"PA14_55110",0.4838,4.6796,0.1521,-0.3071,0.5428,-1.355,-0.75,0.2013,-0.6682,-0.3724,2.4079,0.5389,0.4806,0.3222,0.2709
"PA14_55117",0.2062,-1.4871,-0.1114,0.0838,-0.6372,0.002,-0.0892,-0.1169,0.8876,0.4139,-1.132,-0.279,1.1238,-0.1038,0.2916
"PA14_55130",-1.3432,0.1348,-0.8553,1.8834,0.2417,-0.1329,0.8578,-0.866,1.1641,-0.0993,-1.4224,1.2264,-0.0457,2.2708,-0.7626
"PA14_55140",-0.1399,0.0468,-0.0831,2.7576,-0.9084,0.8853,0.1764,0.3127,0.9862,-1.1626,-0.2784,-0.4188,0.2268,-0.3111,0.1064
"PA14_55150",-0.3723,-1.3142,0.4008,0.4934,-0.6499,-0.0076,-0.7387,-2.079,3.6396,1.0034,-0.5429,1.9802,-0.2062,0.086,-2.2632
"PA14_55160",-0.6042,-0.6785,0.1147,1.5192,0,0.5736,0.1834,-0.0284,0.5636,0.0229,-0.5034,1.2481,0.0813,-0.0372,-0.4564
"PA14_55170",-0.3793,1.3839,-0.5385,-0.2866,0.2432,0.2528,-0.2636,-0.2061,-0.8357,-0.6744,-0.634,0.2527,-0.3486,-0.0668,1.8075
"PA14_55180",-0.1556,-0.7111,0.7606,0.2126,0.9611,-0.4144,1.346,-1.0199,1.4265,0.4339,-1.2065,-0.5664,0.8164,0.172,-0.1897
"PA14_55200",-0.7462,0.1112,0.8998,-0.1812,0.4681,0.3306,0.7556,-0.1538,1.0568,-0.3069,-0.5687,0.5617,0.4298,-0.7746,-0.4118
"PA14_55220",-0.7016,0.8668,0.2905,0.2754,-0.7612,-0.7308,-1.0004,-0.9318,0.4176,0.1513,0.1387,-1.0963,-0.4272,-0.3008,0.7093
"PA14_55250",-0.5534,0.1845,-0.2369,-0.5157,-0.3205,0.6237,0.6048,-0.2438,-1.1552,0.4381,0.3142,-0.2369,-0.3061,-0.345,-0.5904
"PA14_55290",-0.2958,-0.9118,0.3997,0.873,-1.5093,-0.2136,1.1176,0.1409,0.169,-0.6772,0.7353,-2.2351,-0.0199,0.1864,-0.009
"PA14_55320",-0.1855,-1.6565,0.7806,0.648,0.2187,0.1167,0.5332,-0.9624,0.3552,-0.5332,-1.6565,0.5278,0.57,-0.6402,-1.6565
"PA14_55360",-0.4373,0.5589,-0.5277,-0.9257,-0.1818,0.4944,-0.8649,-0.5154,0.2952,0.3672,0.4274,-0.2984,0.1009,-0.3482,-0.4191
"PA14_55380",0.8195,-0.9018,0.2304,-0.694,-1.0095,0.4151,0.6639,-1.314,0.1438,-0.0277,-1.262,-0.9508,-0.4316,-0.5086,0.4831
"PA14_55390",-0.9164,-1.0841,1.924,-1.2799,0.6584,-0.2618,1.3301,-1.1783,-0.3404,-1.0287,-1.3301,1.2601,-0.3092,0.3247,-0.7246
"PA14_55400",-0.8488,0.3315,-0.2688,0.479,-0.2642,1.1403,-1.172,-1.6442,-0.3538,0.1241,0.3576,-0.2957,-0.1405,1.6564,0.376
"PA14_55410",1.0135,0.185,-0.0438,-0.0209,0.5713,-1.7066,-0.492,0.4709,-1.4658,-1.1758,0.752,-0.4122,-0.2775,2.3516,-0.2788
"PA14_55490",0.7359,-0.6745,0.0918,-0.1643,-0.6745,0.0349,-0.2289,-0.073,0.4354,-0.1344,-0.6745,0.3794,-0.6745,0.2448,-0.2624
"PA14_55600",-0.3187,-0.6745,-0.3845,0.5338,-0.6745,0.3602,0.349,0.6779,-0.3139,0.4628,-0.1906,-0.1906,-0.2174,-0.0711,1.6459
"PA14_55610",0.4559,0.4104,-1.3972,1.8276,-1.0388,0.4221,0.1137,3.1141,-0.058,-0.0269,0.1052,-0.0993,-0.0465,0.5577,5.3106
"PA14_55640",0.8406,0.2546,0.4725,-0.4087,-0.2586,1.1375,0.5177,-0.9662,0.6745,0.5353,0.257,-0.511,-1.518,-1.1411,0.0053
"PA14_55650",-0.4183,-0.909,0.0673,-0.3325,-0.0136,-0.7097,-0.5788,-0.4108,-0.9915,0.4422,-0.4578,0.262,-0.3107,-0.0711,0.4386
"PA14_55660",-0.4271,0.8087,0.5744,0.249,-0.4442,-0.2765,0.5496,0.6135,-2.6212,-2.4432,-0.4496,-1.3301,0.5585,0.2093,1.7176
"PA14_55670",0.4998,0.0368,0.5257,-0.3298,-0.8758,1.0401,-0.8039,0.1657,-1.6531,-0.5297,0.3474,-0.3923,0.2244,-0.6945,1.1764
"PA14_55690",-0.3519,0.7416,-0.1272,-0.8166,-0.9731,0.778,-1.1013,-0.5328,-1.5831,0.8084,1.3285,-0.655,-0.1171,-0.7542,0.0595
"PA14_55710",-0.873,-0.2168,-1.7216,-0.1562,-0.1688,-0.4883,-1.16,1.4361,0.9619,0.138,-0.4369,-0.0481,0.3445,-0.7206,0.7134
"PA14_55720",-0.1871,-0.3636,-0.5893,0.8461,-0.2208,-0.5146,1.7696,1.1513,0.6606,0.4137,-1.4919,0.0831,0.4196,1.3555,-0.8616
"PA14_55730",1.1219,0.0404,-0.9866,-1.5535,0.3197,0.7365,-0.3705,-0.5622,0.931,0.6492,1.9744,-0.9204,0.1226,0.1542,-0.8547
"PA14_55750",0.6749,-1.5136,-1.1109,1.4909,-0.368,0.8652,-0.2882,-0.0428,-0.2895,0.5466,-0.3332,1.3131,0.5758,0.787,-0.387
